lot	path	base_lines	final_lines	base_prose	final_prose	removed_prose	modified
L44	runtime/lib/fleet/mcp/socket_warden.ex	196	169	54	27	27	true
L44	runtime/lib/fleet/mcp/supervisor.ex	201	171	57	27	30	true
L44	runtime/test/fleet/mcp/socket_warden_test.exs	228	197	53	22	31	true
L44	runtime/test/fleet/mcp/submit_result_schema_test.exs	28	24	7	3	4	true
L44	runtime/test/fleet/mcp/supervisor_test.exs	139	114	44	19	25	true
L44	runtime/test/fleet/mcp/tool_input_schema_test.exs	34	30	6	2	4	true
L45	runtime/lib/fleet/mcp/pod_tools/delegation.ex	87	31	85	29	56	true
L45	runtime/lib/fleet/mcp/pod_tools/delegation/dependencies.ex	138	114	43	19	24	true
L45	runtime/lib/fleet/mcp/pod_tools/delegation/dependency_forge.ex	59	42	37	20	17	true
L45	runtime/lib/fleet/mcp/pod_tools/delegation/deposits.ex	267	234	72	39	33	true
L45	runtime/lib/fleet/mcp/pod_tools/delegation/escalation_forge.ex	39	34	18	13	5	true
L45	runtime/lib/fleet/mcp/pod_tools/delegation/escalations.ex	92	83	19	10	9	true
L45	runtime/lib/fleet/mcp/pod_tools/delegation/forge_client.ex	173	127	107	61	46	true
L45	runtime/test/fleet/mcp/create_issue_lot_test.exs	210	194	35	19	16	true
L45	runtime/test/fleet/mcp/delete_project_disarmed_test.exs	127	118	15	6	9	true
L45	runtime/test/fleet/mcp/dependency_seam_conformance_test.exs	136	128	18	10	8	true
L45	runtime/test/fleet/mcp/dependency_tools_test.exs	143	135	13	5	8	true
L45	runtime/test/fleet/mcp/issue_status_reviews_test.exs	264	239	37	12	25	true
L46	runtime/lib/fleet/mcp/pod_tools/delegation/forge_writer.ex	108	72	61	25	36	true
L46	runtime/lib/fleet/mcp/pod_tools/delegation/gate.ex	146	121	45	20	25	true
L46	runtime/lib/fleet/mcp/pod_tools/delegation/issue_pr.ex	129	111	33	15	18	true
L46	runtime/lib/fleet/mcp/pod_tools/delegation/issues.ex	911	734	271	94	177	true
L46	runtime/lib/fleet/mcp/pod_tools/delegation/portfolio.ex	750	610	233	94	139	true
L46	runtime/lib/fleet/mcp/pod_tools/delegation/project_onboard.ex	208	156	128	76	52	true
L46	runtime/lib/fleet/mcp/pod_tools/delegation/render.ex	37	35	8	6	2	true
L47	runtime/lib/fleet/mcp/pod_tools/delegation/retirement.ex	385	280	156	52	104	true
L47	runtime/lib/fleet/mcp/pod_tools/delegation/scratchpad.ex	167	126	64	23	41	true
L47	runtime/lib/fleet/mcp/pod_tools/delegation/toolchain.ex	219	172	82	35	47	true
L47	runtime/lib/fleet/mcp/pod_tools/delegation/workshop.ex	26	16	15	5	10	true
L47	runtime/test/fleet/mcp/retire_issue_test.exs	305	269	52	16	36	true
L47	runtime/test/fleet/mcp/scratch_test.exs	150	136	29	15	14	true
L47	runtime/test/fleet/mcp/supersede_dependencies_test.exs	215	196	34	15	19	true
L47	runtime/test/fleet/mcp/toolchain_request_test.exs	341	324	47	30	17	true
L48	runtime/lib/fleet/pilot.ex	156	85	111	40	71	true
L48	runtime/lib/fleet/pilot/application.ex	520	316	276	71	205	true
L48	runtime/lib/fleet/pilot/arch_feed.ex	185	163	41	19	22	true
L48	runtime/lib/fleet/pilot/arch_wake.ex	255	204	82	31	51	true
L48	runtime/test/fleet/pilot/application_step_guards_test.exs	283	253	52	22	30	true
L48	runtime/test/fleet/pilot/application_step_status_test.exs	222	180	64	23	41	true
L48	runtime/test/fleet/pilot/application_test.exs	215	204	22	11	11	true
L48	runtime/test/fleet/pilot/arch_feed_test.exs	228	223	13	8	5	true
L48	runtime/test/fleet/pilot/arch_wake_test.exs	156	137	35	16	19	true
L48	runtime/test/fleet/pilot/awaits_arch_drain_test.exs	103	96	15	8	7	true
L48	runtime/test/fleet/pilot/card_jury_catalogue_scope_test.exs	168	133	58	23	35	true
L48	runtime/test/fleet/pilot/chain_integration_test.exs	540	517	76	53	23	true
L49	runtime/lib/fleet/pilot/incident_consumer.ex	381	278	144	41	103	true
L49	runtime/lib/fleet/pilot/incident_registry.ex	470	407	123	61	62	true
L49	runtime/lib/fleet/pilot/incident_registry/escalation.ex	422	331	141	50	91	true
L49	runtime/lib/fleet/pilot/incident_registry/store.ex	378	318	101	41	60	true
L49	runtime/lib/fleet/pilot/issue_id.ex	26	27	9	10	-1	true
L49	runtime/test/fleet/pilot/forge_finch_test.exs	16	11	9	4	5	true
L49	runtime/test/fleet/pilot/incident_consumer_test.exs	337	325	23	11	12	true
L49	runtime/test/fleet/pilot/incident_registry/escalation_test.exs	226	214	25	13	12	true
L49	runtime/test/fleet/pilot/incident_registry/store_test.exs	171	169	7	5	2	true
L49	runtime/test/fleet/pilot/incident_registry_test.exs	991	923	138	70	68	true
L49	runtime/test/fleet/pilot/issue_id_property_test.exs	103	80	32	11	21	true
L49	runtime/test/fleet/pilot/issue_id_test.exs	24	24	0	0	0	false
L50	runtime/lib/fleet/pilot/pod_feed.ex	76	55	42	21	21	true
L50	runtime/lib/fleet/pilot/wake_recovery.ex	110	108	25	23	2	true
L50	runtime/test/fleet/pilot/wake_recovery_test.exs	226	208	32	14	18	true
L51	runtime/lib/fleet/pilot/offload.ex	173	157	54	38	16	true
L51	runtime/lib/fleet/pilot/pod_reaper.ex	177	144	76	43	33	true
L51	runtime/test/fleet/pilot/offload_test.exs	279	268	33	22	11	true
L51	runtime/test/fleet/pilot/pod_reaper_test.exs	148	140	22	14	8	true
L52	runtime/lib/fleet/pilot/poller.ex	1187	893	455	162	293	true
L52	runtime/test/fleet/pilot/poller_test.exs	1748	1534	350	139	211	true
L53	runtime/lib/fleet/pilot/poller/admission.ex	254	180	136	62	74	true
L53	runtime/lib/fleet/pilot/poller/backoff.ex	36	38	11	13	-2	true
L53	runtime/lib/fleet/pilot/poller/lease.ex	427	272	226	71	155	true
L53	runtime/lib/fleet/pilot/poller/reconciliation.ex	641	411	336	106	230	true
L53	runtime/test/fleet/pilot/poller/admission_test.exs	253	230	40	17	23	true
L53	runtime/test/fleet/pilot/poller/admission_wait_test.exs	76	66	18	8	10	true
L53	runtime/test/fleet/pilot/poller/backoff_test.exs	93	74	32	13	19	true
L53	runtime/test/fleet/pilot/poller/lease_depends_test.exs	113	96	30	13	17	true
L53	runtime/test/fleet/pilot/poller/lease_serialization_test.exs	331	307	53	29	24	true
L53	runtime/test/fleet/pilot/poller/list_pods_count_test.exs	60	53	10	3	7	true
L54	runtime/lib/fleet/pilot/poller_telemetry.ex	365	273	155	63	92	true
L54	runtime/test/fleet/pilot/poller/reconciliation_facts_test.exs	730	661	119	50	69	true
L54	runtime/test/fleet/pilot/poller/reconciliation_unreachable_tq_test.exs	279	234	67	22	45	true
L54	runtime/test/fleet/pilot/poller_gitea_kick_test.exs	155	137	34	16	18	true
L54	runtime/test/fleet/pilot/poller_telemetry_test.exs	201	178	51	28	23	true
L55	runtime/test/support/pilot/biz_catalogue_fixture.ex	133	124	29	20	9	true
L55	runtime/test/support/pilot/cold_forge_stub.ex	19	16	9	6	3	true
L55	runtime/test/support/pilot/dispatcher_bench.ex	406	353	84	31	53	true
L55	runtime/test/support/pilot/forge_stubs.ex	137	103	59	25	34	true
L55	runtime/test/support/pilot/poller_bench.ex	507	419	135	46	89	true
L55	runtime/test/support/pilot/provenance_wall_harness.ex	104	101	12	9	3	true
L55	runtime/test/support/pilot/stub_task_queue.ex	22	16	14	8	6	true
L56	runtime/lib/fleet/pilot/brief_builder.ex	830	588	329	87	242	true
L56	runtime/test/fleet/pilot/brief_builder_gray_zone_digest_test.exs	31	26	6	1	5	true
L56	runtime/test/fleet/pilot/brief_builder_test.exs	783	696	134	43	91	true
L57	runtime/lib/fleet/pilot/step_dispatcher.ex	784	613	259	88	171	true
L57	runtime/lib/fleet/pilot/step_dispatcher/arch_escalation.ex	399	290	166	57	109	true
L57	runtime/lib/fleet/pilot/step_dispatcher/project_resolver.ex	185	132	78	25	53	true
L57	runtime/test/fleet/pilot/step_dispatcher/arch_escalation_test.exs	182	167	28	13	15	true
L57	runtime/test/fleet/pilot/step_dispatcher/project_resolver_test.exs	55	53	6	4	2	true
L57	runtime/test/fleet/pilot/step_dispatcher_test.exs	1452	1293	248	84	164	true
L58	runtime/lib/fleet/pilot/step_dispatcher/spawn.ex	909	638	406	136	270	true
L58	runtime/test/fleet/pilot/step_dispatcher/spawn_capacity_test.exs	605	540	102	37	65	true
L58	runtime/test/fleet/pilot/step_dispatcher/spawn_conflict_base_refresh_test.exs	109	108	9	8	1	true
L58	runtime/test/fleet/pilot/step_dispatcher/spawn_naming_test.exs	85	73	23	11	12	true
L58	runtime/test/fleet/pilot/step_dispatcher/spawn_repo_id_test.exs	66	54	22	10	12	true
L58	runtime/test/fleet/pilot/step_dispatcher_gate_order_test.exs	257	242	35	20	15	true
L58	runtime/test/fleet/pilot/step_dispatcher_spawn_as_role_test.exs	95	92	9	6	3	true
L59	runtime/lib/fleet/pilot/step_dispatcher/review_lifecycle.ex	580	384	259	65	194	true
L59	runtime/lib/fleet/pilot/step_dispatcher/review_lifecycle/ci_gate.ex	385	264	169	48	121	true
L59	runtime/lib/fleet/pilot/step_dispatcher/review_lifecycle/remediation.ex	506	405	167	66	101	true
L59	runtime/test/fleet/pilot/step_dispatcher/review_lifecycle/ci_gate_dispatch_test.exs	384	340	67	23	44	true
L59	runtime/test/fleet/pilot/step_dispatcher/review_lifecycle/ci_gate_test.exs	495	421	99	25	74	true
L59	runtime/test/fleet/pilot/step_dispatcher/review_lifecycle/merge_failure_dispatch_test.exs	415	335	111	31	80	true
L60	runtime/lib/fleet/pilot/step_dispatcher/review_lifecycle/remediation/conflict_ladder.ex	495	388	156	49	107	true
L60	runtime/lib/fleet/pilot/step_dispatcher/review_lifecycle/role_dispatch.ex	370	274	145	49	96	true
L60	runtime/lib/fleet/pilot/step_dispatcher/review_lifecycle/verdict_exception.ex	164	124	63	23	40	true
L60	runtime/test/fleet/pilot/step_dispatcher/review_lifecycle/remediation/conflict_ladder_test.exs	94	87	10	2	8	true
L60	runtime/test/fleet/pilot/step_dispatcher/review_lifecycle/remediation_ci_escalation_test.exs	65	63	4	2	2	true
L60	runtime/test/fleet/pilot/step_dispatcher/review_lifecycle/remediation_out_of_band_test.exs	91	88	7	4	3	true
L60	runtime/test/fleet/pilot/step_dispatcher/review_lifecycle/rework_budget_dispatch_test.exs	203	181	38	16	22	true
L60	runtime/test/fleet/pilot/step_dispatcher/review_lifecycle/role_dispatch_test.exs	100	85	20	4	16	true
L60	runtime/test/fleet/pilot/step_dispatcher/review_lifecycle/verdict_exception_test.exs	177	149	36	8	28	true
L61	runtime/lib/fleet/pilot/completion_outbox.ex	186	154	66	34	32	true
L61	runtime/lib/fleet/pilot/step_run_completer.ex	1036	893	254	111	143	true
L61	runtime/lib/fleet/pilot/step_run_completer/attestations.ex	225	172	73	20	53	true
L61	runtime/lib/fleet/pilot/step_run_completer/emissions.ex	100	101	19	20	-1	true
L61	runtime/lib/fleet/pilot/step_run_completer/texts.ex	50	50	15	15	0	false
L61	runtime/test/fleet/pilot/completion_outbox_replay_test.exs	151	126	39	14	25	true
L61	runtime/test/fleet/pilot/completion_outbox_test.exs	98	84	21	7	14	true
L61	runtime/test/fleet/pilot/step_run_completer/texts_test.exs	30	28	3	1	2	true
L61	runtime/test/fleet/pilot/step_run_completer_as_role_test.exs	259	227	44	11	33	true
L61	runtime/test/fleet/pilot/step_run_completer_spacing_test.exs	358	342	27	11	16	true
L61	runtime/test/fleet/pilot/step_run_completer_test.exs	1588	1471	194	67	127	true
L62	runtime/lib/fleet/pilot/step_run_consumer.ex	1007	834	243	70	173	true
L62	runtime/lib/fleet/pilot/step_run_consumer/gate_engine.ex	388	369	63	44	19	true
L62	runtime/lib/fleet/pilot/step_run_consumer/gatekeeper_escalation.ex	159	136	45	22	23	true
L62	runtime/lib/fleet/pilot/step_run_consumer/step_run_build.ex	249	234	44	29	15	true
L62	runtime/lib/fleet/pilot/step_run_consumer/terminal_escalation.ex	276	232	88	44	44	true
L62	runtime/lib/fleet/pilot/step_run_consumer/verdict.ex	427	299	171	44	127	true
L62	runtime/test/fleet/pilot/step_run_consumer/gate_engine_system_outputs_test.exs	97	88	15	6	9	true
L62	runtime/test/fleet/pilot/step_run_consumer/gate_engine_test.exs	100	97	7	4	3	true
L62	runtime/test/fleet/pilot/step_run_consumer/inflight_completions_test.exs	34	34	2	2	0	true
L62	runtime/test/fleet/pilot/step_run_consumer/step_run_build_test.exs	199	187	20	6	14	true
L62	runtime/test/fleet/pilot/step_run_consumer/terminal_escalation_test.exs	179	163	29	13	16	true
L62	runtime/test/fleet/pilot/step_run_consumer_test.exs	651	596	87	26	61	true
L63	runtime/lib/fleet/pilot/step_run_consumer/verdict_correction.ex	220	180	72	32	40	true
L63	runtime/lib/fleet/pilot/workflow_map_nav.ex	118	110	37	29	8	true
L63	runtime/test/fleet/pilot/step_run_consumer/verdict_correction_flag_test.exs	44	25	30	11	19	true
L63	runtime/test/fleet/pilot/step_run_consumer/verdict_correction_test.exs	220	199	27	10	17	true
L63	runtime/test/fleet/pilot/step_run_consumer/verdict_findings_test.exs	161	136	36	9	27	true
L63	runtime/test/fleet/pilot/step_run_consumer_default_seam_test.exs	32	25	9	2	7	true
L63	runtime/test/fleet/pilot/step_run_consumer_gate_test.exs	1448	1293	232	74	158	true
L63	runtime/test/fleet/pilot/step_run_consumer_producers_test.exs	175	159	25	9	16	true
L63	runtime/test/fleet/pilot/workflow_map_nav_test.exs	149	142	10	3	7	true
L64	runtime/lib/fleet/pilot/conflict_apply.ex	160	137	42	19	23	true
L64	runtime/lib/fleet/pilot/conflict_probe.ex	238	198	70	32	38	true
L64	runtime/lib/fleet/pilot/conflict_report.ex	133	98	47	12	35	true
L64	runtime/lib/fleet/pilot/merge_and_promote.ex	990	655	417	81	336	true
L64	runtime/test/fleet/pilot/conflict_apply_test.exs	142	128	22	8	14	true
L64	runtime/test/fleet/pilot/conflict_probe_test.exs	333	288	57	12	45	true
L64	runtime/test/fleet/pilot/conflict_report_test.exs	128	121	13	5	8	true
L64	runtime/test/fleet/pilot/merge_and_promote_comment_test.exs	141	123	28	7	21	true
L64	runtime/test/fleet/pilot/merge_and_promote_test.exs	822	652	199	28	171	true
L65	runtime/lib/fleet/pilot/merge_outcome.ex	26	28	8	10	-2	true
L65	runtime/test/fleet/pilot/merge_and_promote_reap_test.exs	130	119	20	8	12	true
L65	runtime/test/fleet/pilot/merge_and_promote_worktree_test.exs	171	123	60	12	48	true
L65	runtime/test/fleet/pilot/merge_outcome_test.exs	47	41	9	3	6	true
L66	runtime/lib/fleet/api.ex	44	36	13	5	8	true
L66	runtime/lib/fleet/api/application.ex	79	56	35	12	23	true
L66	runtime/lib/fleet/api/build_info.ex	178	166	33	20	13	true
L66	runtime/lib/fleet/api/control_router.ex	248	205	67	25	42	true
L66	runtime/lib/fleet/api/readiness.ex	160	154	20	14	6	true
L66	runtime/lib/fleet/api/spawn_admission.ex	235	178	88	31	57	true
L66	runtime/lib/fleet/observation.ex	34	31	8	5	3	true
L66	runtime/lib/fleet/observation/application.ex	83	65	34	16	18	true
L66	runtime/test/fleet/api/bind_address_test.exs	108	79	38	9	29	true
L66	runtime/test/fleet/api/build_info_test.exs	65	55	16	6	10	true
L66	runtime/test/fleet/api/control_router_test.exs	648	557	122	30	92	true
L66	runtime/test/fleet/api/readiness_test.exs	243	217	31	5	26	true
L67	runtime/lib/fleet/observation/deck.ex	304	224	106	24	82	true
L67	runtime/lib/fleet/observation/deck/view.ex	244	235	27	18	9	true
L67	runtime/lib/fleet/observation/read_model.ex	227	192	57	24	33	true
L67	runtime/test/fleet/observation/bind_address_test.exs	90	65	30	5	25	true
L67	runtime/test/fleet/observation/deck_stylesheet_test.exs	74	58	28	12	16	true
L67	runtime/test/fleet/observation/deck_test.exs	325	267	78	19	59	true
L67	runtime/test/fleet/observation/read_model_test.exs	132	116	27	8	19	true
L68	runtime/lib/fleet/admiral.ex	63	44	30	11	19	true
L68	runtime/lib/fleet/admiral/application.ex	93	65	39	11	28	true
L68	runtime/lib/fleet/admiral/audit_consumer.ex	162	131	43	12	31	true
L68	runtime/lib/fleet/admiral/boot_orchestrator.ex	118	117	14	13	1	true
L68	runtime/lib/fleet/admiral/mcp_monitor.ex	150	123	41	14	27	true
L68	runtime/lib/fleet/admiral/shutdown.ex	350	249	152	52	100	true
L68	runtime/test/fleet/admiral/application_boot_knob_test.exs	40	34	11	5	6	true
L68	runtime/test/fleet/admiral/audit_consumer_resubscribe_test.exs	155	126	37	8	29	true
L68	runtime/test/fleet/admiral/audit_consumer_test.exs	52	48	8	4	4	true
L68	runtime/test/fleet/admiral/boot_orchestrator_test.exs	118	115	8	5	3	true
L68	runtime/test/fleet/admiral/mcp_monitor_test.exs	211	193	25	6	19	true
L68	runtime/test/fleet/admiral/shutdown_test.exs	100	86	22	8	14	true
L69	runtime/lib/fleet/admiral/toolchain_reconciler.ex	492	388	148	47	101	true
L69	runtime/lib/fleet/application.ex	196	117	109	30	79	true
L69	runtime/lib/fleet/application/catalogue_deposits.ex	329	218	152	41	111	true
L69	runtime/lib/fleet/application/catalogue_lifecycle.ex	313	197	156	40	116	true
L69	runtime/test/fleet/admiral/shutdown_aggregate_test.exs	146	119	36	9	27	true
L69	runtime/test/fleet/admiral/toolchain_reconciler_test.exs	474	410	83	19	64	true
L69	runtime/test/fleet/application/catalogue_deposits_test.exs	377	323	64	10	54	true
L69	runtime/test/fleet/application/catalogue_lifecycle_test.exs	404	334	86	16	70	true
L70	runtime/lib/fleet/application/catalogue_verify.ex	230	178	85	33	52	true
L70	runtime/test/fleet/application/catalogue_verify_test.exs	280	232	67	17	50	true
L70	runtime/test/fleet/application_prep_stop_test.exs	23	20	9	6	3	true
L71	runtime/lib/mix/tasks/lcars.catalogue.roles.ex	79	60	32	13	19	true
L71	runtime/lib/mix/tasks/lcars.catalogue.verify.ex	71	66	18	13	5	true
L71	runtime/lib/mix/tasks/lcars.provenance.verify.ex	71	71	10	10	0	true
L71	runtime/lib/mix/tasks/lcars.slug_witness.ex	114	85	46	17	29	true
L71	runtime/lib/mix/tasks/lcars.sp.gen.ex	110	90	37	17	20	true
L71	runtime/lib/mix/tasks/lcars.test.view.ex	291	263	53	30	23	true
L71	runtime/lib/mix/tasks/lcars.topology.ex	373	305	94	28	66	true
L71	runtime/lib/mix/tasks/lcars/contracts/check/catalogue.ex	745	571	213	39	174	true
L71	runtime/lib/mix/tasks/lcars/contracts/check/types.ex	331	236	117	21	96	true
L71	runtime/test/mix/catalogue_enumerations_check_test.exs	127	109	26	8	18	true
L71	runtime/test/mix/catalogue_family_check_test.exs	277	249	38	10	28	true
L71	runtime/test/mix/catalogue_roles_test.exs	213	149	81	17	64	true
L72	runtime/test/mix/slug_witness_test.exs	96	84	25	12	13	true
L72	runtime/test/mix/test_view_test.exs	138	134	14	10	4	true
L73	runtime/lib/mix/tasks/lcars/contracts/check/artifact.ex	762	552	256	46	210	true
L73	runtime/lib/mix/tasks/lcars/contracts/check/boot.ex	180	139	56	14	42	true
L73	runtime/lib/mix/tasks/lcars/contracts/check/events.ex	614	469	173	29	144	true
L74	runtime/lib/mix/tasks/lcars/contracts/check/runtime.ex	1356	1008	443	96	347	true
L74	runtime/test/mix/bare_alias_check_test.exs	108	97	17	6	11	true
L74	runtime/test/mix/boot_artifact_check_test.exs	403	354	60	11	49	true
L74	runtime/test/mix/eval_doors_stdout_check_test.exs	255	199	69	13	56	true
L74	runtime/test/mix/events_family_check_test.exs	392	342	60	10	50	true
L74	runtime/test/mix/runtime_family_check_test.exs	404	360	55	11	44	true
L75	runtime/lib/mix/tasks/lcars/contracts/check/single_source.ex	1365	1055	427	117	310	true
L75	runtime/test/mix/cap_profile_project_keys_check_test.exs	134	119	25	10	15	true
L75	runtime/test/mix/forge_fields_check_test.exs	132	118	23	9	14	true
L75	runtime/test/mix/layout_single_source_check_test.exs	347	275	88	16	72	true
L75	runtime/test/mix/proven_image_regime_check_test.exs	114	99	23	8	15	true
L75	runtime/test/mix/seam_surface_check_test.exs	171	158	23	10	13	true
L75	runtime/test/mix/single_source_family_check_test.exs	325	283	56	14	42	true
L76	runtime/lib/mix/tasks/lcars/contracts/check/tools.ex	1512	1145	463	96	367	true
L76	runtime/test/mix/capabilities_exercisable_check_test.exs	143	130	23	10	13	true
L76	runtime/test/mix/tool_descriptions_check_test.exs	136	103	44	11	33	true
L76	runtime/test/mix/tool_effects_check_test.exs	134	121	21	8	13	true
L76	runtime/test/mix/tools_gated_check_test.exs	264	249	24	9	15	true
L77	runtime/lib/mix/tasks/lcars.contracts.check.ex	223	173	69	21	48	true
L77	runtime/lib/mix/tasks/lcars/contracts/check/support.ex	509	351	196	43	153	true
L77	runtime/lib/mix/tasks/lcars/contracts/check/tests.ex	677	495	224	42	182	true
L77	runtime/test/mix/derniers_murs_check_test.exs	892	797	119	24	95	true
L77	runtime/test/mix/lcars_contracts_check_test.exs	799	678	152	29	123	true
L77	runtime/test/mix/no_check_passes_on_nothing_test.exs	209	127	99	17	82	true
L78	runtime/test/mix/test_corpora_check_test.exs	174	144	42	12	30	true
L78	runtime/test/mix/tests_corpus_walls_check_test.exs	281	220	72	12	60	true
L79	runtime/test/fleet/os_probe_test.exs	163	135	36	9	27	true
L79	runtime/test/support/authority_double.ex	174	140	60	26	34	true
L79	runtime/test/support/barrier.ex	74	22	65	13	52	true
L79	runtime/test/support/cap_profile_fixture.ex	50	40	21	11	10	true
L79	runtime/test/support/catalogue_isolation.ex	48	35	23	10	13	true
L79	runtime/test/support/os_probe.ex	108	63	65	20	45	true
L79	runtime/test/support/probe_seam.ex	10	9	5	4	1	true
L79	runtime/test/support/test_env.ex	147	86	91	30	61	true
L79	runtime/test/support/time_formatter.ex	57	48	21	11	10	true
L79	runtime/test/test_helper.exs	77	37	49	9	40	true
L80	runtime/.credo.exs	221	131	86	2	84	true
L80	runtime/.dialyzer_ignore.exs	10	5	7	2	5	true
L80	runtime/.formatter.exs	4	3	1	0	1	true
L80	runtime/config/config.exs	60	19	47	7	40	true
L80	runtime/config/runtime.exs	974	490	599	118	481	true
L80	runtime/config/test.exs	149	80	96	27	69	true
L80	runtime/test/fleet/config_knobs_test.exs	150	120	43	13	30	true
L81	runtime/mix.exs	310	184	153	28	125	true
L81	runtime/test/fleet/runtime_exs_guard_b_test.exs	92	79	22	9	13	true
L81	runtime/test/fleet/seam_key_naming_test.exs	166	118	65	17	48	true
L81	runtime/test/mix/gate_composition_test.exs	136	109	39	12	27	true
