path	base_lines	base_comment_lines	base_inline_comments	base_doc_lines	base_blank_lines	base_doc_blocks	base_module_blocks	base_type_blocks	base_switches	base_prose_lines	base_doctest_prompts	current_lines	current_comment_lines	current_inline_comments	current_doc_lines	current_blank_lines	current_doc_blocks	current_module_blocks	current_type_blocks	current_switches	current_prose_lines	current_doctest_prompts
runtime/lib/fleet/project/onboard/repo.ex	192	29	0	12	27	0	1	0	13	41	0	192	29	0	12	27	0	1	0	13	41	0
runtime/lib/fleet/project/onboard/scaffold.ex	279	32	0	85	29	5	1	0	0	117	0	279	32	0	85	29	5	1	0	0	117	0
runtime/lib/fleet/project/roles.ex	479	39	0	184	44	15	1	0	0	223	0	479	39	0	184	44	15	1	0	0	223	0
runtime/lib/fleet/project/worktree_sync.ex	246	38	0	31	37	3	1	0	0	69	0	246	38	0	31	37	3	1	0	0	69	0
runtime/lib/fleet/project_bootstrap.ex	26	3	0	8	1	0	1	0	0	11	0	26	3	0	8	1	0	1	0	0	11	0
runtime/lib/fleet/project_bootstrap/phase.ex	725	232	0	100	77	5	2	0	0	332	0	725	232	0	100	77	5	2	0	0	332	0
runtime/lib/fleet/publish/in_flight.ex	47	0	0	13	7	4	1	0	0	13	0	47	0	0	13	7	4	1	0	0	13	0
runtime/lib/fleet/reception_filter.ex	77	10	0	27	5	1	1	1	0	37	0	77	10	0	27	5	1	1	1	0	37	0
runtime/lib/fleet/release_door.ex	48	0	0	31	3	1	1	0	0	31	0	48	0	0	31	3	1	1	0	0	31	0
runtime/lib/fleet/roster.ex	266	58	0	80	21	4	1	0	0	138	0	266	58	0	80	21	4	1	0	0	138	0
runtime/lib/fleet/schema_cache.ex	98	12	0	38	10	3	1	0	0	50	0	98	12	0	38	10	3	1	0	0	50	0
runtime/lib/fleet/shutdown/quiesce.ex	123	28	0	14	18	5	1	0	1	42	0	123	28	0	14	18	5	1	0	1	42	0
runtime/lib/fleet/slug.ex	163	3	0	87	15	6	1	0	0	90	11	163	3	0	87	15	6	1	0	0	90	11
runtime/lib/fleet/sp_builder.ex	456	42	0	90	57	11	1	0	0	132	0	456	42	0	90	57	11	1	0	0	132	0
runtime/lib/fleet/sp_builder/blocks.ex	183	29	0	51	24	4	1	0	0	80	0	183	29	0	51	24	4	1	0	0	80	0
runtime/lib/fleet/sp_builder/composer.ex	22	0	0	3	3	0	1	0	0	3	0	22	0	0	3	3	0	1	0	0	3	0
runtime/lib/fleet/sp_builder/image.ex	458	107	0	52	58	10	1	0	0	159	0	458	107	0	52	58	10	1	0	0	159	0
runtime/lib/fleet/sp_builder/monk.ex	106	5	0	33	12	3	1	0	0	38	0	106	5	0	33	12	3	1	0	0	38	0
runtime/lib/fleet/sp_builder/repo_sections.ex	199	42	0	46	26	2	1	0	0	88	0	199	42	0	46	26	2	1	0	0	88	0
runtime/lib/fleet/spawner.ex	827	111	0	288	72	23	1	0	0	399	0	577	8	0	141	72	23	1	0	0	149	0
runtime/lib/fleet/spawner/application.ex	101	3	0	19	14	1	1	0	0	22	0	101	3	0	19	14	1	1	0	0	22	0
runtime/lib/fleet/spawner/boot_epoch.ex	38	0	0	7	6	2	1	0	0	7	0	38	0	0	7	6	2	1	0	0	7	0
runtime/lib/fleet/spawner/canon_proof.ex	142	13	0	14	23	2	1	0	0	27	0	142	13	0	14	23	2	1	0	0	27	0
runtime/lib/fleet/spawner/launch_backend.ex	46	1	0	19	6	3	1	0	0	20	0	46	1	0	19	6	3	1	0	0	20	0
runtime/lib/fleet/spawner/launch_backend/launcher_port_backend.ex	101	14	0	13	8	1	1	0	0	27	0	101	14	0	13	8	1	1	0	0	27	0
runtime/lib/fleet/spawner/mcp_socket_provisioner.ex	53	2	0	34	5	4	1	0	0	36	0	53	2	0	34	5	4	1	0	0	36	0
runtime/lib/fleet/spawner/permanent_boot.ex	251	23	0	69	35	8	1	0	0	92	0	251	23	0	69	35	8	1	0	0	92	0
runtime/lib/fleet/spawner/permanent_warden.ex	318	19	0	57	50	1	1	0	0	76	0	318	19	0	57	50	1	1	0	0	76	0
runtime/lib/fleet/spawner/pod.ex	1482	344	0	93	195	3	1	0	1	437	0	1126	55	0	33	188	3	1	0	1	88	0
runtime/lib/fleet/spawner/pod/assets.ex	258	21	0	86	27	6	1	0	0	107	0	258	21	0	86	27	6	1	0	0	107	0
runtime/lib/fleet/spawner/pod/backend.ex	125	5	0	27	21	9	1	0	0	32	0	125	5	0	27	21	9	1	0	0	32	0
runtime/lib/fleet/spawner/pod/brief.ex	169	24	0	51	19	3	1	0	1	75	0	169	24	0	51	19	3	1	0	1	75	0
runtime/lib/fleet/spawner/pod/completed_payload.ex	95	7	0	10	14	1	1	0	0	17	0	95	7	0	10	14	1	1	0	0	17	0
runtime/lib/fleet/spawner/pod/egress.ex	504	82	0	111	55	6	1	0	0	193	0	504	82	0	111	55	6	1	0	0	193	0
runtime/lib/fleet/spawner/pod/egress/vendor.ex	79	0	0	41	7	3	1	0	0	41	0	79	0	0	41	7	3	1	0	0	41	0
runtime/lib/fleet/spawner/pod/events.ex	78	0	0	21	10	2	1	0	0	21	0	78	0	0	21	10	2	1	0	0	21	0
runtime/lib/fleet/spawner/pod/fs.ex	26	0	0	8	2	2	1	0	0	8	0	26	0	0	8	2	2	1	0	0	8	0
runtime/lib/fleet/spawner/pod/kick.ex	203	38	0	95	17	9	1	0	2	133	0	203	38	0	95	17	9	1	0	2	133	0
runtime/lib/fleet/spawner/pod/launch_env.ex	295	85	0	39	24	1	1	0	0	124	0	295	85	0	39	24	1	1	0	0	124	0
runtime/lib/fleet/spawner/pod/launch_spec.ex	754	99	0	206	79	17	1	0	1	305	0	754	99	0	206	79	17	1	0	1	305	0
runtime/lib/fleet/spawner/pod/liveness.ex	269	46	0	83	27	5	1	0	0	129	0	269	46	0	83	27	5	1	0	0	129	0
runtime/lib/fleet/spawner/pod/mcp_provision.ex	237	51	0	53	28	5	1	0	0	104	0	237	51	0	53	28	5	1	0	0	104	0
runtime/lib/fleet/spawner/pod/paths.ex	92	0	0	36	13	8	1	0	0	36	0	92	0	0	36	13	8	1	0	0	36	0
runtime/lib/fleet/spawner/pod/publishing.ex	58	0	0	26	7	6	1	0	0	26	0	58	0	0	26	7	6	1	0	0	26	0
runtime/lib/fleet/spawner/pod/recovery.ex	59	0	0	27	7	5	1	0	0	27	0	59	0	0	27	7	5	1	0	0	27	0
runtime/lib/fleet/spawner/pod/scaffold.ex	265	46	0	58	27	3	1	0	0	104	0	265	46	0	58	27	3	1	0	0	104	0
runtime/lib/fleet/spawner/pod/session_files.ex	98	6	0	36	9	2	1	0	0	42	0	98	6	0	36	9	2	1	0	0	42	0
runtime/lib/fleet/spawner/pod/session_mint.ex	124	35	0	31	9	1	1	0	0	66	0	124	35	0	31	9	1	1	0	0	66	0
runtime/lib/fleet/spawner/pod/state_fs.ex	194	35	0	23	22	3	1	0	0	58	0	194	35	0	23	22	3	1	0	0	58	0
runtime/lib/fleet/spawner/pod/task_probe.ex	162	6	0	94	10	7	1	0	0	100	0	162	6	0	94	10	7	1	0	0	100	0
runtime/lib/fleet/spawner/pod/turn_flag.ex	119	0	0	40	19	6	1	0	0	40	0	119	0	0	40	19	6	1	0	0	40	0
runtime/lib/fleet/spawner/pod_tmux.ex	243	8	0	84	29	12	1	0	1	92	0	243	8	0	84	29	12	1	0	1	92	0
runtime/lib/fleet/spawner/pod_warden.ex	237	17	0	35	36	4	1	0	0	52	0	237	17	0	35	36	4	1	0	0	52	0
runtime/lib/fleet/spawner/pool_slot.ex	201	8	0	104	18	4	1	0	0	112	0	201	8	0	104	18	4	1	0	0	112	0
runtime/lib/fleet/spawner/publish_consumer.ex	212	12	0	14	33	1	1	0	0	26	0	212	12	0	14	33	1	1	0	0	26	0
runtime/lib/fleet/spawner/seed_store.ex	418	82	0	59	41	6	1	0	0	141	0	418	82	0	59	41	6	1	0	0	141	0
runtime/lib/fleet/spawner/session_id.ex	108	3	0	77	7	2	1	0	0	80	0	108	3	0	77	7	2	1	0	0	80	0
runtime/lib/fleet/spawner/supervisor.ex	46	9	0	16	4	0	1	0	0	25	0	27	0	0	6	4	0	1	0	0	6	0
runtime/lib/fleet/system_config.ex	99	0	0	26	16	1	1	0	0	26	0	99	0	0	26	16	1	1	0	0	26	0
runtime/lib/fleet/task_queue.ex	160	0	0	50	25	11	1	0	0	50	0	160	0	0	50	25	11	1	0	0	50	0
runtime/lib/fleet/task_queue/application.ex	24	4	0	0	3	0	0	0	1	4	0	24	4	0	0	3	0	0	0	1	4	0
runtime/lib/fleet/task_queue/broadcast.ex	115	2	0	52	11	3	1	0	0	54	0	115	2	0	52	11	3	1	0	0	54	0
runtime/lib/fleet/task_queue/server.ex	555	121	0	55	80	0	1	0	0	176	0	555	121	0	55	80	0	1	0	0	176	0
runtime/lib/fleet/task_queue/work_item.ex	178	28	0	34	21	3	1	0	0	62	0	178	28	0	34	21	3	1	0	0	62	0
runtime/lib/fleet/toolchain.ex	323	12	0	146	36	12	1	1	0	158	0	323	12	0	146	36	12	1	1	0	158	0
runtime/lib/fleet/workflow.ex	77	28	0	14	1	0	1	0	0	42	0	77	28	0	14	1	0	1	0	0	42	0
runtime/lib/fleet/workflow/brief_artifact.ex	208	16	0	94	20	5	1	0	0	110	0	208	16	0	94	20	5	1	0	0	110	0
runtime/lib/fleet/workflow/brief_template.ex	34	1	0	7	5	1	1	0	0	8	0	34	1	0	7	5	1	1	0	0	8	0
runtime/lib/fleet/workflow/card_roles.ex	158	15	0	44	18	2	1	0	0	59	0	158	15	0	44	18	2	1	0	0	59	0
runtime/lib/fleet/workflow/catalogue_guards.ex	172	52	0	16	20	4	1	0	0	68	0	172	52	0	16	20	4	1	0	0	68	0
runtime/lib/fleet/workflow/deliverable.ex	221	40	0	15	28	1	1	0	0	55	0	221	40	0	15	28	1	1	0	0	55	0
runtime/lib/fleet/workflow/deliverable_gate.ex	390	95	0	32	46	5	1	0	0	127	0	390	95	0	32	46	5	1	0	0	127	0
runtime/lib/fleet/workflow/gate.ex	12	0	0	4	1	0	1	0	0	4	0	12	0	0	4	1	0	1	0	0	4	0
runtime/lib/fleet/workflow/gate_brief.ex	105	15	0	34	13	1	1	0	0	49	0	105	15	0	34	13	1	1	0	0	49	0
runtime/lib/fleet/workflow/gate_decision.ex	12	0	0	5	2	1	1	0	0	5	0	12	0	0	5	2	1	1	0	0	5	0
runtime/lib/fleet/workflow/gates.ex	128	24	0	36	16	0	1	0	0	60	0	128	24	0	36	16	0	1	0	0	60	0
runtime/lib/fleet/workflow/gates/predicate.ex	170	25	0	74	14	1	1	0	0	99	5	170	25	0	74	14	1	1	0	0	99	5
runtime/lib/fleet/workflow/git.ex	598	57	0	65	75	11	1	0	0	122	0	598	57	0	65	75	11	1	0	0	122	0
runtime/lib/fleet/workflow/graph_validator.ex	143	3	0	13	24	2	1	0	0	16	0	143	3	0	13	24	2	1	0	0	16	0
runtime/lib/fleet/workflow/loader.ex	468	108	0	85	45	10	1	0	1	193	0	468	108	0	85	45	10	1	0	1	193	0
runtime/lib/fleet/workflow/ops_object.ex	200	38	0	41	23	2	1	0	0	79	0	200	38	0	41	23	2	1	0	0	79	0
runtime/lib/fleet/workflow/ops_object_sync.ex	200	24	0	59	24	2	1	0	0	83	0	200	24	0	59	24	2	1	0	0	83	0
runtime/lib/fleet/workflow/payload_guard.ex	226	44	0	72	21	1	1	0	0	116	0	226	44	0	72	21	1	1	0	0	116	0
runtime/lib/fleet/workflow/pinning.ex	140	22	0	42	20	2	1	0	0	64	0	140	22	0	42	20	2	1	0	0	64	0
runtime/lib/fleet/workflow/provenance.ex	209	37	0	44	17	3	1	0	0	81	0	209	37	0	44	17	3	1	0	0	81	0
runtime/lib/fleet/workflow/provenance/verifier.ex	136	4	0	17	22	2	1	1	0	21	0	136	4	0	17	22	2	1	1	0	21	0
runtime/lib/fleet/workflow/step_outputs.ex	137	8	0	58	14	2	1	0	0	66	0	137	8	0	58	14	2	1	0	0	66	0
runtime/lib/mix/tasks/lcars.catalogue.roles.ex	79	11	0	21	12	0	1	0	0	32	0	79	11	0	21	12	0	1	0	0	32	0
runtime/lib/mix/tasks/lcars.catalogue.verify.ex	71	9	0	9	12	0	1	0	0	18	0	71	9	0	9	12	0	1	0	0	18	0
runtime/lib/mix/tasks/lcars.contracts.check.ex	223	21	0	48	24	1	1	0	0	69	0	223	21	0	48	24	1	1	0	0	69	0
runtime/lib/mix/tasks/lcars.provenance.verify.ex	71	1	0	9	11	0	1	0	0	10	0	71	1	0	9	11	0	1	0	0	10	0
runtime/lib/mix/tasks/lcars.slug_witness.ex	114	17	0	29	15	0	1	0	0	46	0	114	17	0	29	15	0	1	0	0	46	0
runtime/lib/mix/tasks/lcars.sp.gen.ex	110	22	0	15	14	0	1	0	0	37	0	110	22	0	15	14	0	1	0	0	37	0
runtime/lib/mix/tasks/lcars.test.view.ex	291	14	0	39	53	5	1	2	0	53	0	291	14	0	39	53	5	1	2	0	53	0
runtime/lib/mix/tasks/lcars.topology.ex	373	55	0	39	44	0	1	0	0	94	0	373	55	0	39	44	0	1	0	0	94	0
runtime/lib/mix/tasks/lcars/contracts/check/artifact.ex	762	241	0	15	72	0	1	0	7	256	0	762	241	0	15	72	0	1	0	7	256	0
runtime/lib/mix/tasks/lcars/contracts/check/boot.ex	180	44	0	12	14	0	1	0	3	56	0	180	44	0	12	14	0	1	0	3	56	0
runtime/lib/mix/tasks/lcars/contracts/check/catalogue.ex	745	200	0	13	75	0	1	0	7	213	0	745	200	0	13	75	0	1	0	7	213	0
runtime/lib/mix/tasks/lcars/contracts/check/events.ex	614	159	0	14	72	0	1	0	8	173	0	614	159	0	14	72	0	1	0	8	173	0
runtime/lib/mix/tasks/lcars/contracts/check/runtime.ex	1356	327	0	116	135	3	1	0	17	443	0	1356	327	0	116	135	3	1	0	17	443	0
runtime/lib/mix/tasks/lcars/contracts/check/single_source.ex	1365	225	0	202	129	8	1	0	2	427	0	1365	225	0	202	129	8	1	0	2	427	0
runtime/lib/mix/tasks/lcars/contracts/check/support.ex	509	144	0	52	55	2	1	1	20	196	0	509	144	0	52	55	2	1	1	20	196	0
runtime/lib/mix/tasks/lcars/contracts/check/tests.ex	677	205	0	19	70	0	1	0	6	224	0	677	205	0	19	70	0	1	0	6	224	0
runtime/lib/mix/tasks/lcars/contracts/check/tools.ex	1512	318	0	145	167	4	1	0	10	463	0	1512	318	0	145	167	4	1	0	10	463	0
runtime/lib/mix/tasks/lcars/contracts/check/types.ex	331	98	0	19	42	0	1	0	2	117	0	331	98	0	19	42	0	1	0	2	117	0
runtime/mix.exs	310	153	0	0	20	0	0	0	0	153	0	310	153	0	0	20	0	0	0	0	153	0
runtime/test/fleet/admiral/application_boot_knob_test.exs	40	3	0	8	6	0	1	0	0	11	0	40	3	0	8	6	0	1	0	0	11	0
runtime/test/fleet/admiral/audit_consumer_resubscribe_test.exs	155	20	0	17	28	0	1	0	0	37	0	155	20	0	17	28	0	1	0	0	37	0
runtime/test/fleet/admiral/audit_consumer_test.exs	52	1	0	7	8	0	1	0	0	8	0	52	1	0	7	8	0	1	0	0	8	0
runtime/test/fleet/admiral/boot_orchestrator_test.exs	118	3	0	5	24	0	1	0	0	8	0	118	3	0	5	24	0	1	0	0	8	0
runtime/test/fleet/admiral/mcp_monitor_test.exs	211	12	0	13	38	0	1	0	0	25	0	211	12	0	13	38	0	1	0	0	25	0
runtime/test/fleet/admiral/shutdown_aggregate_test.exs	146	27	0	9	23	0	1	0	0	36	0	146	27	0	9	23	0	1	0	0	36	0
runtime/test/fleet/admiral/shutdown_test.exs	100	15	0	7	14	0	1	0	0	22	0	100	15	0	7	14	0	1	0	0	22	0
runtime/test/fleet/admiral/toolchain_reconciler_test.exs	474	69	0	14	86	0	1	0	0	83	0	474	69	0	14	86	0	1	0	0	83	0
runtime/test/fleet/api/bind_address_test.exs	108	17	0	21	16	0	1	0	0	38	0	108	17	0	21	16	0	1	0	0	38	0
runtime/test/fleet/api/build_info_test.exs	65	3	0	13	9	0	1	0	0	16	0	65	3	0	13	9	0	1	0	0	16	0
runtime/test/fleet/api/control_router_test.exs	648	122	0	0	99	0	0	0	0	122	0	648	122	0	0	99	0	0	0	0	122	0
runtime/test/fleet/api/readiness_test.exs	243	31	0	0	47	0	0	0	0	31	0	243	31	0	0	47	0	0	0	0	31	0
runtime/test/fleet/application/catalogue_deposits_test.exs	377	64	0	0	49	0	0	0	0	64	0	377	64	0	0	49	0	0	0	0	64	0
runtime/test/fleet/application/catalogue_lifecycle_test.exs	404	86	0	0	52	0	0	0	0	86	0	404	86	0	0	52	0	0	0	0	86	0
runtime/test/fleet/application/catalogue_verify_test.exs	280	59	0	8	53	0	1	0	0	67	0	280	59	0	8	53	0	1	0	0	67	0
runtime/test/fleet/application_prep_stop_test.exs	23	3	0	6	3	0	1	0	0	9	0	23	3	0	6	3	0	1	0	0	9	0
runtime/test/fleet/cap_profile/canonical_json_property_test.exs	126	32	0	14	17	0	1	0	0	46	0	126	32	0	14	17	0	1	0	0	46	0
runtime/test/fleet/cap_profile/conformance_test.exs	413	79	0	11	59	0	1	0	0	90	0	413	79	0	11	59	0	1	0	0	90	0
runtime/test/fleet/cap_profile/declaration_schema_test.exs	97	6	0	4	13	0	1	0	0	10	0	97	6	0	4	13	0	1	0	0	10	0
runtime/test/fleet/cap_profile/disk_scope_test.exs	147	24	0	8	18	0	1	0	0	32	0	147	24	0	8	18	0	1	0	0	32	0
runtime/test/fleet/cap_profile/monks_conformance_test.exs	116	7	0	12	14	0	1	0	0	19	0	116	7	0	12	14	0	1	0	0	19	0
runtime/test/fleet/cap_profile/monks_frozen_test.exs	51	8	0	0	8	0	0	0	0	8	0	51	8	0	0	8	0	0	0	0	8	0
runtime/test/fleet/cap_profile_image_test.exs	174	29	0	5	32	0	1	0	0	34	0	174	29	0	5	32	0	1	0	0	34	0
runtime/test/fleet/cap_profile_reserved_seat_test.exs	144	15	0	9	25	0	1	0	0	24	0	144	15	0	9	25	0	1	0	0	24	0
runtime/test/fleet/cap_profile_test.exs	1700	226	0	0	287	0	0	0	0	226	0	1700	226	0	0	287	0	0	0	0	226	0
runtime/test/fleet/catalogue_store_address_test.exs	68	6	0	26	7	0	1	0	0	32	0	68	6	0	26	7	0	1	0	0	32	0
runtime/test/fleet/catalogue_test.exs	525	78	0	6	90	0	1	0	0	84	0	525	78	0	6	90	0	1	0	0	84	0
runtime/test/fleet/config_knobs_test.exs	150	23	0	20	20	0	1	0	0	43	0	150	23	0	20	20	0	1	0	0	43	0
runtime/test/fleet/conflict/conflict_test.exs	199	46	0	0	27	0	0	0	0	46	0	199	46	0	0	27	0	0	0	0	46	0
runtime/test/fleet/conflict/patterns_test.exs	260	51	0	0	41	0	0	0	0	51	0	260	51	0	0	41	0	0	0	0	51	0
runtime/test/fleet/credentials/forge_auth_test.exs	181	30	0	0	31	0	0	0	0	30	0	181	30	0	0	31	0	0	0	0	30	0
runtime/test/fleet/credentials/forge_identity_test.exs	93	11	0	6	14	0	1	0	0	17	0	93	11	0	6	14	0	1	0	0	17	0
runtime/test/fleet/credentials/gate_test.exs	105	5	0	5	18	0	1	0	0	10	0	105	5	0	5	18	0	1	0	0	10	0
runtime/test/fleet/credentials/role_identity_test.exs	76	13	0	0	12	0	0	0	0	13	0	76	13	0	0	12	0	0	0	0	13	0
runtime/test/fleet/credentials/role_token_test.exs	99	41	0	0	13	0	0	0	0	41	0	99	41	0	0	13	0	0	0	0	41	0
runtime/test/fleet/credentials/shell_test.exs	380	94	0	0	63	0	0	0	0	94	0	380	94	0	0	63	0	0	0	0	94	0
runtime/test/fleet/durable_log_test.exs	95	8	0	9	20	0	1	0	0	17	0	95	8	0	9	20	0	1	0	0	17	0
runtime/test/fleet/env_parse_test.exs	85	2	0	0	14	0	0	0	0	2	0	85	2	0	0	14	0	0	0	0	2	0
runtime/test/fleet/event_router/application_escalation_test.exs	28	9	0	0	6	0	0	0	0	9	0	28	9	0	0	6	0	0	0	0	9	0
runtime/test/fleet/event_router/bind_address_test.exs	81	2	0	10	12	0	1	0	0	12	0	81	2	0	10	12	0	1	0	0	12	0
runtime/test/fleet/event_router/bus_registry_empty_test.exs	112	12	0	14	19	0	1	0	0	26	0	112	12	0	14	19	0	1	0	0	26	0
runtime/test/fleet/event_router/bus_safe_emit_test.exs	186	13	0	20	28	0	1	0	0	33	0	186	13	0	20	28	0	1	0	0	33	0
runtime/test/fleet/event_router/bus_test.exs	123	19	0	0	27	0	0	0	0	19	0	123	19	0	0	27	0	0	0	0	19	0
runtime/test/fleet/event_router/catalog_fail_loud_test.exs	105	22	0	0	17	0	0	0	0	22	0	105	22	0	0	17	0	0	0	0	22	0
runtime/test/fleet/event_router/catalog_routing_test.exs	160	13	0	5	27	0	1	0	0	18	0	160	13	0	5	27	0	1	0	0	18	0
runtime/test/fleet/event_router/events_schema_test.exs	77	5	0	10	11	0	1	0	0	15	0	77	5	0	10	11	0	1	0	0	15	0
runtime/test/fleet/event_router/r1_seam_broadcast_test.exs	48	5	0	12	10	0	1	0	0	17	0	48	5	0	12	10	0	1	0	0	17	0
runtime/test/fleet/event_router/registry_gitea_test.exs	31	0	0	7	3	0	1	0	0	7	0	31	0	0	7	3	0	1	0	0	7	0
runtime/test/fleet/event_router/signals_os_test.exs	13	2	0	0	2	0	0	0	0	2	0	13	2	0	0	2	0	0	0	0	2	0
runtime/test/fleet/event_router/unix_listener_test.exs	130	17	0	16	19	0	1	0	0	33	0	130	17	0	16	19	0	1	0	0	33	0
runtime/test/fleet/event_router/webhooks_gitea_test.exs	368	43	0	0	66	0	0	0	0	43	0	368	43	0	0	66	0	0	0	0	43	0
runtime/test/fleet/event_test.exs	108	5	0	5	19	0	1	0	0	10	0	108	5	0	5	19	0	1	0	0	10	0
runtime/test/fleet/findings_wire_test.exs	132	23	0	0	26	0	0	0	0	23	0	132	23	0	0	26	0	0	0	0	23	0
runtime/test/fleet/forge/actions_test.exs	321	49	0	0	49	0	0	0	1	49	0	321	49	0	0	49	0	0	0	1	49	0
runtime/test/fleet/forge/client/bot_login_cache_test.exs	220	41	0	0	35	0	0	0	3	41	0	220	41	0	0	35	0	0	0	3	41	0
runtime/test/fleet/forge/client/url_safe_test.exs	41	8	0	0	7	0	0	0	0	8	0	41	8	0	0	7	0	0	0	0	8	0
runtime/test/fleet/forge/client_ci_state_test.exs	295	57	0	0	50	0	0	0	1	57	0	295	57	0	0	50	0	0	0	1	57	0
runtime/test/fleet/forge/client_close_issue_kind_test.exs	51	4	0	8	7	0	1	0	0	12	0	51	4	0	8	7	0	1	0	0	12	0
runtime/test/fleet/forge/client_pagination_test.exs	138	24	0	0	25	0	0	0	1	24	0	138	24	0	0	25	0	0	0	1	24	0
runtime/test/fleet/forge/client_test.exs	2569	340	0	0	379	0	0	0	1	340	0	2569	340	0	0	379	0	0	0	1	340	0
runtime/test/fleet/forge/jury_verdict_function_test.exs	268	34	0	0	45	0	0	0	0	34	0	268	34	0	0	45	0	0	0	0	34	0
runtime/test/fleet/forge/merge_405_test.exs	116	9	0	13	17	0	1	0	2	22	0	116	9	0	13	17	0	1	0	2	22	0
runtime/test/fleet/forge/payload_fixture_test.exs	120	14	0	16	14	0	1	0	0	30	0	120	14	0	16	14	0	1	0	0	30	0
runtime/test/fleet/forge/payload_test.exs	99	12	0	12	17	0	1	0	0	24	0	99	12	0	12	17	0	1	0	0	24	0
runtime/test/fleet/forge/protocol_property_test.exs	154	45	0	0	18	0	0	0	0	45	0	154	45	0	0	18	0	0	0	0	45	0
runtime/test/fleet/forge/protocol_test.exs	204	17	0	0	43	0	0	0	0	17	0	204	17	0	0	43	0	0	0	0	17	0
runtime/test/fleet/git_ref_property_test.exs	145	38	0	11	15	0	1	0	0	49	0	145	38	0	11	15	0	1	0	0	49	0
runtime/test/fleet/git_ref_test.exs	48	6	0	5	7	0	1	0	0	11	0	48	6	0	5	7	0	1	0	0	11	0
runtime/test/fleet/grace_test.exs	55	2	0	6	8	0	1	0	0	8	0	55	2	0	6	8	0	1	0	0	8	0
runtime/test/fleet/labels_test.exs	172	45	0	0	24	0	0	0	0	45	0	172	45	0	0	24	0	0	0	0	45	0
runtime/test/fleet/layout_test.exs	313	73	0	7	47	0	1	0	0	80	0	313	73	0	7	47	0	1	0	0	80	0
runtime/test/fleet/loader_envelope_test.exs	377	68	0	11	43	0	1	0	0	79	0	377	68	0	11	43	0	1	0	0	79	0
runtime/test/fleet/mcp/accessor_seam_conformance_test.exs	154	13	0	32	21	0	1	0	0	45	0	154	13	0	32	21	0	1	0	0	45	0
runtime/test/fleet/mcp/create_issue_lot_test.exs	210	14	0	21	34	0	1	0	0	35	0	210	14	0	21	34	0	1	0	0	35	0
runtime/test/fleet/mcp/delete_project_disarmed_test.exs	127	0	0	15	24	0	1	0	0	15	0	127	0	0	15	24	0	1	0	0	15	0
runtime/test/fleet/mcp/dependency_seam_conformance_test.exs	136	5	0	13	23	0	1	0	0	18	0	136	5	0	13	23	0	1	0	0	18	0
runtime/test/fleet/mcp/dependency_tools_test.exs	143	1	0	12	28	0	1	0	0	13	0	143	1	0	12	28	0	1	0	0	13	0
runtime/test/fleet/mcp/emergency_stop_test.exs	227	3	0	17	42	0	1	0	0	20	0	227	3	0	17	42	0	1	0	0	20	0
runtime/test/fleet/mcp/idempotency_test.exs	132	14	0	0	26	0	0	0	0	14	0	132	14	0	0	26	0	0	0	0	14	0
runtime/test/fleet/mcp/issue_status_reviews_test.exs	264	22	0	15	45	0	1	0	0	37	0	264	22	0	15	45	0	1	0	0	37	0
runtime/test/fleet/mcp/poc_exmcp_native_test.exs	91	2	0	18	12	0	1	0	0	20	0	91	2	0	18	12	0	1	0	0	20	0
runtime/test/fleet/mcp/pod_socket_test.exs	862	185	0	16	162	0	1	0	2	201	0	862	185	0	16	162	0	1	0	2	201	0
runtime/test/fleet/mcp/pod_tools_test.exs	3158	425	0	10	546	0	1	0	0	435	0	3158	425	0	10	546	0	1	0	0	435	0
runtime/test/fleet/mcp/probe_seam_contract_test.exs	61	7	0	21	10	0	1	0	0	28	0	61	7	0	21	10	0	1	0	0	28	0
runtime/test/fleet/mcp/probe_test.exs	336	50	0	10	58	0	1	0	5	60	0	336	50	0	10	58	0	1	0	5	60	0
runtime/test/fleet/mcp/project_publish_test.exs	135	30	0	6	19	0	1	0	0	36	0	135	30	0	6	19	0	1	0	0	36	0
runtime/test/fleet/mcp/result_event_test.exs	114	18	0	9	17	0	1	0	0	27	0	114	18	0	9	17	0	1	0	0	27	0
runtime/test/fleet/mcp/retire_issue_test.exs	305	38	0	14	55	0	1	0	0	52	0	305	38	0	14	55	0	1	0	0	52	0
runtime/test/fleet/mcp/scratch_test.exs	150	16	0	13	24	0	1	0	0	29	0	150	16	0	13	24	0	1	0	0	29	0
runtime/test/fleet/mcp/seam_conformance_test.exs	110	21	0	22	13	0	1	0	0	43	0	110	21	0	22	13	0	1	0	0	43	0
runtime/test/fleet/mcp/seam_contract_test.exs	47	9	0	11	4	0	1	0	0	20	0	47	9	0	11	4	0	1	0	0	20	0
runtime/test/fleet/mcp/server_test.exs	59	6	0	10	9	0	1	0	0	16	0	59	6	0	10	9	0	1	0	0	16	0
runtime/test/fleet/mcp/socket_warden_test.exs	228	44	0	9	37	0	1	0	0	53	0	228	44	0	9	37	0	1	0	0	53	0
runtime/test/fleet/mcp/submit_result_schema_test.exs	28	7	0	0	4	0	0	0	0	7	0	28	7	0	0	4	0	0	0	0	7	0
runtime/test/fleet/mcp/supersede_dependencies_test.exs	215	24	0	10	36	0	1	0	0	34	0	215	24	0	10	36	0	1	0	0	34	0
